// Reference=MNI
// Allen, 2016: VOI Results (Decision Sensitivity) 
// Subjects=48
// Subjects=56
-49	-34	50
49	-49	40
-51	-47	40
-1	19	39
-36	14	2
44	13	4
-3	-14	52
0	-3	61

// Sinnaj I, 2015: Gray matter positive correlation with Mratio (Decision Sensitivity)
// Subjects=29
35	-46	14
32	15	-15
11	42	49
39	62	13
6	-55	9
-12	-43	58
-21	-90	16

// Valk, 2016: MC-P:CT (Decision Sensitivity)  
// Subjects=151
10	18	-21
9	52	9

// Wan X, 2016: Post-task activation (Decision Judgement-Related) 
// Subjects=17
-28.2	58.87	2.4
25.8	61.08	.14
-41.84	35.58	29.59
39.18	37.99	27.97
-.61	31.55	41.61
-46.25	11.88	17.44
-21.99	9.11	55.4
23.44	9.68	59.05
-53.33	-25.01	48.1
28.73	-31.62	41.76
-6.68	-61.66	55.42
6.27	-57.36	54.77

// Wu S, 2015: Reward probability (Decision Parametric)
// Subjects=19
-36	30	-6
12	12	-2
44	-34	46
32	22	-8
-8	36	34
